"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
40002,"Morera","20/04/2011 12:44","Alto (> 8 mts)",200,"Grande",-68.8441777064,-32.8779479458,1,"Parque Central",1655357.93265,"0","muy alto"
44995,"Paraiso","31/08/2011 11:37","Alto (> 8 mts)",200,"Grande",-68.8244807993,-32.8699277591,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
25314,"Morera","09/02/2011 11:16","Alto (> 8 mts)",180,"Grande",-68.838919991,-32.8997817889,2,"Barrio Civico",2366816.36021,"1","muy alto"
42357,"Morera","05/10/2011 11:10","Alto (> 8 mts)",102,"Grande",-68.8347988575,-32.8752921157,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
19537,"Morera","26/07/2011 10:26","Medio (4 - 8 mts)",103,"Grande",-68.8368997758,-32.8706651554,4,"Cuarta Oeste",1173332.70145,"0","alto"
39226,"Paraiso","25/11/2010 13:54","Medio (4 - 8 mts)",70,"Grande",-68.8545143898,-32.873005408,6,"Residencial Norte",2694682.37982,"0","medio"
26180,"Fresno europeo","20/10/2011 10:19","Medio (4 - 8 mts)",132,"Grande",-68.8321986119,-32.8877333037,3,"Parque O'Higgins",1531146.02653,"0","alto"
44035,"Pltano","19/10/2011 09:19","Alto (> 8 mts)",170,"Grande",-68.8323425043,-32.8849760825,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
11446,"Paraiso","01/02/2011 15:54","Alto (> 8 mts)",104,"Grande",-68.8517965484,-32.9028724374,2,"Barrio Civico",2366816.36021,"0","alto"
48180,"Olmo bola","02/09/2011 14:31","Alto (> 8 mts)",112,"Grande",-68.8274569002,-32.8693076105,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
23107,"Paraiso","17/01/2011 17:01","Medio (4 - 8 mts)",43,"Mediano",-68.8472744426,-32.9021915324,2,"Barrio Civico",2366816.36021,"0","bajo"
36497,"Morera","06/04/2011 11:43","Alto (> 8 mts)",112,"Grande",-68.8548839277,-32.8788167125,6,"Residencial Norte",2694682.37982,"0","alto"
25208,"Morera","11/02/2011 13:58","Alto (> 8 mts)",132,"Grande",-68.8371111001,-32.8982507201,2,"Barrio Civico",2366816.36021,"0","alto"
42505,"Fresno europeo","30/09/2011 07:28","Alto (> 8 mts)",160,"Grande",-68.8318016226,-32.8753470876,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
8318,"Morera","22/03/2011 08:18","Alto (> 8 mts)",84,"Grande",-68.844833687,-32.893092202,2,"Barrio Civico",2366816.36021,"0","medio"
18186,"Morera","26/07/2011 08:51","Alto (> 8 mts)",135,"Grande",-68.8403265218,-32.8698444395,4,"Cuarta Oeste",1173332.70145,"0","alto"
43178,"Morera","07/10/2011 13:37","Alto (> 8 mts)",85,"Grande",-68.830754886,-32.8802089013,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
32607,"Pltano","22/06/2011 13:45","Alto (> 8 mts)",198,"Grande",-68.8514269774,-32.8896465578,5,"Residencial Sur",2423808.92355,"0","muy alto"
35527,"Morera","17/06/2011 09:07","Bajo (2 - 4 mts)",60,"Mediano",-68.8557725264,-32.8820111766,7,"Residencial Parque",1786336.08966,"0","medio"
33925,"Fresno europeo","24/05/2011 10:15","Alto (> 8 mts)",140,"Grande",-68.8516220882,-32.8842413473,1,"Parque Central",1655357.93265,"0","alto"
23514,"Morera","19/01/2011 16:07","Alto (> 8 mts)",240,"Grande",-68.8485814285,-32.9024980492,2,"Barrio Civico",2366816.36021,"0","muy alto"
40934,"Fresno americano","18/04/2011 18:24","Medio (4 - 8 mts)",58,"Mediano",-68.8389277518,-32.8851208816,3,"Parque O'Higgins",1531146.02653,"0","medio"
12711,"Fresno europeo","20/01/2011 08:43","Alto (> 8 mts)",130,"Grande",-68.8471112532,-32.8632113712,4,"Cuarta Oeste",1173332.70145,"0","alto"
45478,"Morera","19/09/2011 10:26","Alto (> 8 mts)",180,"Grande",-68.8227755404,-32.8721694446,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
20892,"Paraiso sombrilla","27/05/2011 09:48","Alto (> 8 mts)",140,"Grande",-68.8612148257,-32.8956061028,5,"Residencial Sur",2423808.92355,"0","alto"
26942,"Fresno europeo","01/11/2011 17:15","Alto (> 8 mts)",130,"Grande",-68.8361311766,-32.8874651255,3,"Parque O'Higgins",1531146.02653,"0","alto"
30372,"Pltano","03/03/2011 13:07","Alto (> 8 mts)",220,"Grande",-68.8393962638,-32.8902483747,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
25468,"Morera","08/02/2011 13:10","Alto (> 8 mts)",160,"Grande",-68.840524545,-32.9002573231,2,"Barrio Civico",2366816.36021,"0","alto"
5260,"Morera","02/05/2011 12:29","Medio (4 - 8 mts)",150,"Grande",-68.8434302088,-32.8739620246,1,"Parque Central",1655357.93265,"0","alto"
19535,"Morera","26/07/2011 10:29","Medio (4 - 8 mts)",160,"Grande",-68.8369252195,-32.8707745641,4,"Cuarta Oeste",1173332.70145,"0","alto"
40160,"Fresno europeo","14/04/2011 10:18","Bajo (2 - 4 mts)",12,"Chico",-68.8445375399,-32.8798219316,1,"Parque Central",1655357.93265,"0","bajo"
26108,"Morera","11/11/2011 13:04","Medio (4 - 8 mts)",160,"Grande",-68.8312894641,-32.8873970291,3,"Parque O'Higgins",1531146.02653,"0","alto"
31435,"Fresno europeo","14/07/2011 09:19","Medio (4 - 8 mts)",106,"Grande",-68.8489850757,-32.8853172688,1,"Parque Central",1655357.93265,"0","alto"
19613,"Morera","11/07/2011 09:21","Alto (> 8 mts)",185,"Grande",-68.8371088458,-32.8720281581,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
38221,"Morera","24/08/2010 09:55","Alto (> 8 mts)",185,"Grande",-68.8463146964,-32.873963481,6,"Residencial Norte",2694682.37982,"0","muy alto"
18279,"Paraiso","04/08/2011 09:58","Alto (> 8 mts)",155,"Grande",-68.8391278355,-32.8685767408,4,"Cuarta Oeste",1173332.70145,"1","alto"
28397,"Morera","14/03/2011 10:03","Alto (> 8 mts)",200,"Grande",-68.8493144183,-32.8879501715,5,"Residencial Sur",2423808.92355,"0","muy alto"
15463,"lamo blanco","22/11/2011 07:02","Bajo (2 - 4 mts)",40,"Mediano",-68.8598122542,-32.8713115878,6,"Residencial Norte",2694682.37982,"0","bajo"
12962,"Prunas","12/01/2011 12:03","Bajo (2 - 4 mts)",33,"Mediano",-68.8441651527,-32.8634010065,4,"Cuarta Oeste",1173332.70145,"0","bajo"
1917,"Paraiso","18/11/2011 11:50","Medio (4 - 8 mts)",45,"Mediano",-68.8597636569,-32.8717267546,7,"Residencial Parque",1786336.08966,"0","bajo"
41521,"Morera","03/05/2011 14:17","Medio (4 - 8 mts)",72,"Grande",-68.8387160565,-32.8775416626,1,"Parque Central",1655357.93265,"0","medio"
26690,"Morera","10/11/2011 09:22","Alto (> 8 mts)",175,"Grande",-68.8319667474,-32.8937026553,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
42036,"Morera","08/04/2011 09:50","Alto (> 8 mts)",165,"Grande",-68.8411095947,-32.8797686196,1,"Parque Central",1655357.93265,"0","alto"
43404,"Ailanthus","27/10/2011 13:39","Alto (> 8 mts)",150,"Grande",-68.8314245446,-32.8812730095,3,"Parque O'Higgins",1531146.02653,"0","alto"
17574,"Morera","28/07/2011 09:37","Medio (4 - 8 mts)",50,"Mediano",-68.8407753183,-32.8663008069,4,"Cuarta Oeste",1173332.70145,"0","medio"
38042,"Pltano","06/12/2010 11:56","Alto (> 8 mts)",270,"Grande",-68.8469609545,-32.8715956132,6,"Residencial Norte",2694682.37982,"0","muy alto"
25081,"Morera","17/02/2011 14:04","Alto (> 8 mts)",106,"Grande",-68.8368165707,-32.8971217805,2,"Barrio Civico",2366816.36021,"1","alto"
5888,"Olmo comun","11/04/2011 09:17","Alto (> 8 mts)",100,"Grande",-68.8430452544,-32.881770278,1,"Parque Central",1655357.93265,"1","alto"
22711,"Olmo comun","12/05/2011 12:18","Alto (> 8 mts)",88,"Grande",-68.8541388693,-32.9004882786,5,"Residencial Sur",2423808.92355,"0","medio"
33916,"Morera","13/07/2011 11:12","Medio (4 - 8 mts)",53,"Mediano",-68.8531856853,-32.8853179197,5,"Residencial Sur",2423808.92355,"0","medio"
25074,"Fresno europeo","14/02/2011 18:05","Medio (4 - 8 mts)",68,"Grande",-68.8364053994,-32.8969465994,2,"Barrio Civico",2366816.36021,"0","medio"
8076,"Morera","02/03/2011 12:54","Alto (> 8 mts)",55,"Mediano",-68.8405872587,-32.8902682164,3,"Parque O'Higgins",1531146.02653,"0","medio"
12535,"Morera","10/01/2011 14:11","Alto (> 8 mts)",120,"Grande",-68.844124881,-32.8626229438,4,"Cuarta Oeste",1173332.70145,"0","alto"
43583,"Fresno americano","07/10/2011 12:13","Alto (> 8 mts)",165,"Grande",-68.8308806189,-32.8826508547,3,"Parque O'Higgins",1531146.02653,"1","alto"
25266,"Morera","08/02/2011 10:21","Alto (> 8 mts)",128,"Grande",-68.838733722,-32.8993518935,2,"Barrio Civico",2366816.36021,"0","alto"
37639,"Morera","29/02/2012 09:39","Alto (> 8 mts)",140,"Grande",-68.8523986007,-32.8719396922,6,"Residencial Norte",2694682.37982,"0","alto"
18969,"Morera","04/08/2011 08:02","Alto (> 8 mts)",213,"Grande",-68.8376665892,-32.8690486936,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
3824,"Perenne","10/03/2011 10:01","Alto (> 8 mts)",93,"Grande",-68.8292282649,-32.8708858499,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
24159,"Morera","24/01/2011 11:29","Medio (4 - 8 mts)",86,"Grande",-68.8452482914,-32.9019270948,2,"Barrio Civico",2366816.36021,"0","medio"
7072,"Caducifolio","03/06/2011 12:27","Muy bajo (1 - 2 mts)",15,"Chico",-68.8582249293,-32.8975663806,5,"Residencial Sur",2423808.92355,"0","bajo"
44703,"Fresno europeo","24/08/2011 12:00","Alto (> 8 mts)",140,"Grande",-68.8228782891,-32.8685561273,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
7471,"Acer","16/06/2011 10:57","Alto (> 8 mts)",90,"Grande",-68.8618456103,-32.9003564002,5,"Residencial Sur",2423808.92355,"1","medio"
24452,"Fresno americano","20/01/2011 10:56","Alto (> 8 mts)",108,"Grande",-68.8456276125,-32.9028777265,2,"Barrio Civico",2366816.36021,"0","alto"
13508,"Morera","01/02/2011 13:06","Medio (4 - 8 mts)",70,"Grande",-68.8513684807,-32.8637580758,6,"Residencial Norte",2694682.37982,"1","medio"
20759,"Fresno europeo","01/06/2011 09:46","Bajo (2 - 4 mts)",71,"Grande",-68.8618443018,-32.8961168865,5,"Residencial Sur",2423808.92355,"0","medio"
10341,"Morera","30/11/2010 11:23","Medio (4 - 8 mts)",60,"Mediano",-68.8554646957,-32.8728219067,6,"Residencial Norte",2694682.37982,"0","medio"
20317,"Paraiso","16/05/2011 09:22","Alto (> 8 mts)",165,"Grande",-68.8618701311,-32.8925952374,5,"Residencial Sur",2423808.92355,"1","alto"
17930,"Morera","03/08/2011 13:49","Alto (> 8 mts)",140,"Grande",-68.8372616957,-32.8662084606,4,"Cuarta Oeste",1173332.70145,"0","alto"
30185,"Morera","09/03/2011 13:00","Alto (> 8 mts)",140,"Grande",-68.8428832844,-32.8899052923,2,"Barrio Civico",2366816.36021,"0","alto"
2483,"Fresno europeo","21/10/2011 10:13","Muy bajo (1 - 2 mts)",5,"Chico",-68.8378853312,-32.8885065807,3,"Parque O'Higgins",1531146.02653,"0","bajo"
1961,"Liquidambar","18/05/2011 10:39","Muy bajo (1 - 2 mts)",16,"Chico",-68.8618952684,-32.8906836203,5,"Residencial Sur",2423808.92355,"0","bajo"
41779,"Morera","27/04/2011 10:40","Medio (4 - 8 mts)",150,"Grande",-68.8419984978,-32.8783352845,1,"Parque Central",1655357.93265,"0","alto"
7208,"Morera","16/06/2011 09:30","Alto (> 8 mts)",111,"Grande",-68.8600729241,-32.8981723254,5,"Residencial Sur",2423808.92355,"0","alto"
23815,"Morera","26/01/2011 16:19","Bajo (2 - 4 mts)",74,"Grande",-68.8509117512,-32.90117192,2,"Barrio Civico",2366816.36021,"0","medio"
13186,"Paraiso sombrilla","21/02/2011 10:16","Bajo (2 - 4 mts)",64,"Grande",-68.8470051088,-32.8656371795,4,"Cuarta Oeste",1173332.70145,"0","medio"
13467,"Fresno europeo","03/02/2011 09:16","Bajo (2 - 4 mts)",70,"Grande",-68.8524628755,-32.8633796284,6,"Residencial Norte",2694682.37982,"0","medio"
32567,"Pltano","17/06/2011 11:13","Alto (> 8 mts)",180,"Grande",-68.8537700332,-32.8901991026,5,"Residencial Sur",2423808.92355,"0","muy alto"
24629,"Pltano","17/01/2011 13:50","Alto (> 8 mts)",252,"Grande",-68.8420632735,-32.9004925434,2,"Barrio Civico",2366816.36021,"0","muy alto"
35871,"Acer","28/03/2011 13:09","Medio (4 - 8 mts)",36,"Mediano",-68.8531358056,-32.8757762354,6,"Residencial Norte",2694682.37982,"0","bajo"
6317,"Pltano","24/06/2011 10:05","Alto (> 8 mts)",230,"Grande",-68.8574954766,-32.8906095694,5,"Residencial Sur",2423808.92355,"0","muy alto"
29949,"Pltano","28/04/2011 12:27","Alto (> 8 mts)",260,"Grande",-68.842833633,-32.8855819783,1,"Parque Central",1655357.93265,"0","muy alto"
4180,"Morera","07/07/2011 09:37","Medio (4 - 8 mts)",77,"Grande",-68.8366916865,-32.8748888608,1,"Parque Central",1655357.93265,"1","medio"
16946,"Morera","16/08/2011 10:38","Medio (4 - 8 mts)",120,"Grande",-68.8369459566,-32.8654572081,4,"Cuarta Oeste",1173332.70145,"0","alto"
12503,"Paraiso","26/01/2011 09:35","Alto (> 8 mts)",180,"Grande",-68.8483614364,-32.867873855,6,"Residencial Norte",2694682.37982,"0","muy alto"
22867,"Pltano","10/05/2011 10:11","Alto (> 8 mts)",198,"Grande",-68.8561031068,-32.9016096449,5,"Residencial Sur",2423808.92355,"0","muy alto"
40748,"Morera","15/04/2011 11:49","Muy bajo (1 - 2 mts)",14,"Chico",-68.8419918375,-32.8849797594,1,"Parque Central",1655357.93265,"0","bajo"
47079,"Fresno europeo","23/09/2011 11:47","Medio (4 - 8 mts)",30,"Mediano",-68.833519834,-32.8732404493,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
28986,"Morera","25/04/2011 09:16","Alto (> 8 mts)",120,"Grande",-68.8463732024,-32.8868767878,1,"Parque Central",1655357.93265,"1","alto"
31034,"Fresno europeo","16/02/2011 11:12","Medio (4 - 8 mts)",70,"Grande",-68.8557655017,-32.8651000759,6,"Residencial Norte",2694682.37982,"0","medio"
22512,"Fresno europeo","21/06/2011 10:23","Bajo (2 - 4 mts)",35,"Mediano",-68.8597307712,-32.8996946962,5,"Residencial Sur",2423808.92355,"0","bajo"
36349,"Morera","18/03/2011 09:26","Medio (4 - 8 mts)",78,"Grande",-68.8514757521,-32.8788019268,6,"Residencial Norte",2694682.37982,"0","medio"
35549,"Caducifolio","16/06/2011 10:06","Muy bajo (1 - 2 mts)",3,"Chico",-68.8571356031,-32.8833430283,5,"Residencial Sur",2423808.92355,"0","bajo"
33719,"Morera","11/05/2011 10:01","Alto (> 8 mts)",185,"Grande",-68.8577275768,-32.8871477424,5,"Residencial Sur",2423808.92355,"0","muy alto"
36683,"Morera","07/06/2011 09:48","Medio (4 - 8 mts)",130,"Grande",-68.8588683533,-32.8834957703,5,"Residencial Sur",2423808.92355,"0","alto"
23797,"Paraiso","27/01/2011 19:01","Alto (> 8 mts)",124,"Grande",-68.8501995531,-32.9005471894,2,"Barrio Civico",2366816.36021,"1","alto"
39163,"Morera","24/11/2010 12:38","Medio (4 - 8 mts)",55,"Mediano",-68.8532753561,-32.8729238904,6,"Residencial Norte",2694682.37982,"0","medio"
15113,"Morera","18/11/2011 09:06","Medio (4 - 8 mts)",36,"Mediano",-68.8590252586,-32.8689215759,6,"Residencial Norte",2694682.37982,"0","bajo"
20354,"Fresno europeo","26/05/2011 09:55","Medio (4 - 8 mts)",20,"Chico",-68.8605805805,-32.8937095015,5,"Residencial Sur",2423808.92355,"0","bajo"
24676,"Prunas","19/01/2011 10:56","Bajo (2 - 4 mts)",20,"Chico",-68.842033593,-32.8966801595,2,"Barrio Civico",2366816.36021,"0","bajo"
36656,"Olmo bola","06/06/2011 09:46","Medio (4 - 8 mts)",120,"Grande",-68.8602748732,-32.8823397166,7,"Residencial Parque",1786336.08966,"0","alto"
40644,"Pltano","15/04/2011 10:33","Alto (> 8 mts)",190,"Grande",-68.8439030397,-32.8851720846,1,"Parque Central",1655357.93265,"0","muy alto"
3200,"Morera","26/09/2011 08:55","Medio (4 - 8 mts)",50,"Mediano",-68.8262725226,-32.8745915381,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
25783,"Morera","02/02/2011 11:30","Bajo (2 - 4 mts)",32,"Mediano",-68.839906456,-32.9029247172,2,"Barrio Civico",2366816.36021,"0","bajo"
38837,"Fresno europeo","14/12/2010 11:42","Medio (4 - 8 mts)",55,"Mediano",-68.8493590776,-32.8707318154,6,"Residencial Norte",2694682.37982,"0","medio"
19647,"Morera","13/07/2011 10:08","Alto (> 8 mts)",104,"Grande",-68.8344288745,-32.8704005876,4,"Cuarta Oeste",1173332.70145,"1","alto"
24474,"Morera","19/01/2011 13:16","Medio (4 - 8 mts)",98,"Grande",-68.8465065674,-32.9035521003,2,"Barrio Civico",2366816.36021,"0","medio"
41544,"Morera","06/05/2011 10:38","Alto (> 8 mts)",106,"Grande",-68.8392188939,-32.8793963714,1,"Parque Central",1655357.93265,"0","alto"
32080,"Morera","07/06/2011 13:56","Alto (> 8 mts)",190,"Grande",-68.8591450004,-32.8870928117,5,"Residencial Sur",2423808.92355,"0","muy alto"
39997,"Morera","20/04/2011 12:58","Medio (4 - 8 mts)",240,"Grande",-68.8440898272,-32.8776054633,1,"Parque Central",1655357.93265,"0","muy alto"
43560,"Pltano","12/10/2011 08:05","Alto (> 8 mts)",180,"Grande",-68.8307845538,-32.8837163447,3,"Parque O'Higgins",1531146.02653,"1","muy alto"
44316,"Pltano","12/10/2011 17:01","Alto (> 8 mts)",240,"Grande",-68.8352550816,-32.8813879217,1,"Parque Central",1655357.93265,"0","muy alto"
2122,"Morera","11/11/2011 12:14","Medio (4 - 8 mts)",110,"Grande",-68.8308202253,-32.8862332643,3,"Parque O'Higgins",1531146.02653,"1","alto"
24271,"Morera","21/01/2011 07:12","Alto (> 8 mts)",210,"Grande",-68.8445363701,-32.9007368124,2,"Barrio Civico",2366816.36021,"1","muy alto"
41448,"Pltano","07/04/2011 12:25","Alto (> 8 mts)",205,"Grande",-68.84097125,-32.881095778,1,"Parque Central",1655357.93265,"0","muy alto"
47063,"Morera","28/09/2011 08:55","Alto (> 8 mts)",131,"Grande",-68.8346265829,-32.8736981744,4,"Cuarta Este Área Fundacional",1822015.85685,"1","alto"
18678,"Morera","05/07/2011 09:38","Alto (> 8 mts)",180,"Grande",-68.8363414247,-32.8740704109,4,"Cuarta Oeste",1173332.70145,"1","muy alto"
34258,"Morera","04/03/2011 12:05","Medio (4 - 8 mts)",160,"Grande",-68.8527152918,-32.874441144,6,"Residencial Norte",2694682.37982,"0","alto"
31786,"Ailanthus","03/01/2012 11:27","Medio (4 - 8 mts)",35,"Mediano",-68.8590762981,-32.8903241278,5,"Residencial Sur",2423808.92355,"0","bajo"
23838,"Morera","28/01/2011 13:28","Alto (> 8 mts)",180,"Grande",-68.8513779639,-32.9012388683,2,"Barrio Civico",2366816.36021,"0","muy alto"
9330,"Morera","21/02/2011 09:36","Alto (> 8 mts)",180,"Grande",-68.8470208923,-32.8652112011,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
34904,"Fresno europeo","29/03/2011 09:48","Medio (4 - 8 mts)",24,"Mediano",-68.8518583138,-32.8808455891,1,"Parque Central",1655357.93265,"0","bajo"
20240,"Fresno europeo","26/05/2011 12:00","Muy bajo (1 - 2 mts)",8,"Chico",-68.8593224906,-32.8938005159,5,"Residencial Sur",2423808.92355,"0","bajo"
23795,"Olmo comun","27/01/2011 18:56","Alto (> 8 mts)",102,"Grande",-68.8501931987,-32.9006240058,2,"Barrio Civico",2366816.36021,"0","alto"
46389,"Morera","19/08/2011 11:55","Alto (> 8 mts)",160,"Grande",-68.8325400018,-32.8667372048,4,"Cuarta Oeste",1173332.70145,"1","alto"
32587,"Caducifolio","17/06/2011 10:01","Bajo (2 - 4 mts)",32,"Mediano",-68.8532505031,-32.889303565,5,"Residencial Sur",2423808.92355,"0","bajo"
9410,"Morera","14/02/2011 12:43","Medio (4 - 8 mts)",84,"Grande",-68.8564280185,-32.8649200246,6,"Residencial Norte",2694682.37982,"0","medio"
42160,"Morera","04/05/2011 13:01","Medio (4 - 8 mts)",120,"Grande",-68.8416188975,-32.8738135428,1,"Parque Central",1655357.93265,"0","alto"
34588,"Acacia visco","17/01/2012 19:18","Bajo (2 - 4 mts)",32,"Mediano",-68.8489802928,-32.8749094665,6,"Residencial Norte",2694682.37982,"0","bajo"
43729,"Fresno americano","17/10/2011 17:09","Bajo (2 - 4 mts)",60,"Mediano",-68.8325283623,-32.8821922169,3,"Parque O'Higgins",1531146.02653,"0","medio"
40505,"Fresno europeo","12/04/2011 10:54","Alto (> 8 mts)",170,"Grande",-68.8441714449,-32.8840301267,1,"Parque Central",1655357.93265,"0","muy alto"
39694,"Morera","19/10/2010 11:38","Alto (> 8 mts)",15,"Chico",-68.8463816097,-32.8699275485,6,"Residencial Norte",2694682.37982,"0","bajo"
28385,"Morera","14/03/2011 13:40","Alto (> 8 mts)",180,"Grande",-68.8484552954,-32.887882593,5,"Residencial Sur",2423808.92355,"0","muy alto"
23513,"Fresno europeo","19/01/2011 16:05","Medio (4 - 8 mts)",60,"Mediano",-68.8485799556,-32.9024358363,2,"Barrio Civico",2366816.36021,"0","medio"
9476,"Morera","01/02/2011 12:31","Alto (> 8 mts)",150,"Grande",-68.8513066021,-32.8644984853,6,"Residencial Norte",2694682.37982,"1","alto"
5451,"Acer","15/04/2011 11:11","Alto (> 8 mts)",170,"Grande",-68.8455433825,-32.879174396,1,"Parque Central",1655357.93265,"0","muy alto"
22608,"Fresno europeo","23/06/2011 10:38","Medio (4 - 8 mts)",30,"Mediano",-68.86243219,-32.9005807229,5,"Residencial Sur",2423808.92355,"0","bajo"
1718,"Morera","23/11/2011 08:01","Bajo (2 - 4 mts)",20,"Chico",-68.8723853403,-32.8792639704,7,"Residencial Parque",1786336.08966,"0","bajo"
46471,"Morera","17/08/2011 14:01","Alto (> 8 mts)",143,"Grande",-68.8314258893,-32.8683964495,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
4627,"Morera","08/08/2011 09:23","Alto (> 8 mts)",116,"Grande",-68.8331769802,-32.8636674042,4,"Cuarta Oeste",1173332.70145,"0","alto"
13183,"Tilo","21/02/2011 10:49","Muy bajo (1 - 2 mts)",14,"Chico",-68.8469996101,-32.8657855954,4,"Cuarta Oeste",1173332.70145,"0","bajo"
23739,"Morera","25/01/2011 11:39","Alto (> 8 mts)",132,"Grande",-68.8493333845,-32.9012993268,2,"Barrio Civico",2366816.36021,"0","alto"
1059,"Acacia SP","05/12/2011 13:03","Alto (> 8 mts)",75,"Grande",-68.8772617519,-32.8691746486,8,"Aeroparque",2203364.73622,"0","medio"
29243,"Pltano","25/02/2011 09:18","Alto (> 8 mts)",220,"Grande",-68.8452801554,-32.8877319576,1,"Parque Central",1655357.93265,"0","muy alto"
21251,"Fresno europeo","14/06/2011 13:09","Bajo (2 - 4 mts)",50,"Mediano",-68.853670936,-32.8972359648,5,"Residencial Sur",2423808.92355,"0","medio"
27751,"Morera","31/10/2011 09:16","Medio (4 - 8 mts)",100,"Grande",-68.835094348,-32.89587609,2,"Barrio Civico",2366816.36021,"0","alto"
30952,"Fresno europeo","11/02/2011 09:12","Alto (> 8 mts)",110,"Grande",-68.8555016131,-32.8640375742,6,"Residencial Norte",2694682.37982,"0","alto"
31048,"Fresno europeo","16/02/2011 10:36","Medio (4 - 8 mts)",60,"Mediano",-68.8553547524,-32.8648420829,6,"Residencial Norte",2694682.37982,"0","medio"
11545,"Paraiso","22/02/2011 09:52","Alto (> 8 mts)",210,"Grande",-68.8536872729,-32.865656005,6,"Residencial Norte",2694682.37982,"0","muy alto"
4423,"Fresno americano","12/08/2011 11:11","Alto (> 8 mts)",160,"Grande",-68.8337958941,-32.8688856494,4,"Cuarta Oeste",1173332.70145,"0","alto"
18565,"Morera","05/08/2011 13:54","Alto (> 8 mts)",220,"Grande",-68.8369085687,-32.8733911682,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
33090,"Pltano","28/06/2011 09:27","Alto (> 8 mts)",125,"Grande",-68.8530219966,-32.8914482407,5,"Residencial Sur",2423808.92355,"1","alto"
11685,"Morera","28/01/2011 12:21","Medio (4 - 8 mts)",50,"Mediano",-68.8502844667,-32.8678267465,6,"Residencial Norte",2694682.37982,"0","medio"
7897,"Prunas","16/06/2011 09:35","Medio (4 - 8 mts)",25,"Mediano",-68.8560896567,-32.8895315749,5,"Residencial Sur",2423808.92355,"0","bajo"
21857,"Fresno europeo","07/06/2011 09:41","Alto (> 8 mts)",100,"Grande",-68.8578999198,-32.8958290649,5,"Residencial Sur",2423808.92355,"0","alto"
38414,"Acer","04/11/2010 10:56","Alto (> 8 mts)",190,"Grande",-68.8519720208,-32.8702575776,6,"Residencial Norte",2694682.37982,"0","muy alto"
41356,"Acacia SP","25/04/2011 10:17","Muy bajo (1 - 2 mts)",20,"Chico",-68.8403607038,-32.8820138251,1,"Parque Central",1655357.93265,"0","bajo"
10642,"Jacarand","16/03/2011 12:31","Medio (4 - 8 mts)",60,"Mediano",-68.8566199052,-32.8742418201,6,"Residencial Norte",2694682.37982,"0","medio"
46026,"Morera","20/09/2011 09:21","Alto (> 8 mts)",240,"Grande",-68.8216670292,-32.8734678408,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
39267,"Morera","29/12/2010 10:11","Alto (> 8 mts)",55,"Mediano",-68.8556631451,-32.8713662864,6,"Residencial Norte",2694682.37982,"0","medio"
20321,"Olmo comun","16/05/2011 09:15","Alto (> 8 mts)",115,"Grande",-68.8622131197,-32.8926125099,5,"Residencial Sur",2423808.92355,"0","alto"
19871,"Paraiso","29/06/2011 13:42","Alto (> 8 mts)",150,"Grande",-68.8342753925,-32.8629354341,4,"Cuarta Oeste",1173332.70145,"0","alto"
32970,"Morera","19/05/2011 13:26","Alto (> 8 mts)",170,"Grande",-68.8503721174,-32.8875242721,5,"Residencial Sur",2423808.92355,"1","muy alto"
28128,"Pltano","14/03/2011 15:46","Alto (> 8 mts)",138,"Grande",-68.8468675614,-32.8916087508,2,"Barrio Civico",2366816.36021,"0","alto"
1310,"Paraiso sombrilla","01/12/2011 12:25","Muy bajo (1 - 2 mts)",22,"Mediano",-68.8785243452,-32.8668256294,8,"Aeroparque",2203364.73622,"0","bajo"
8583,"Morera","11/02/2011 10:13","Alto (> 8 mts)",130,"Grande",-68.8367218963,-32.8989037431,2,"Barrio Civico",2366816.36021,"0","alto"
5505,"Caducifolio","26/04/2011 09:32","Bajo (2 - 4 mts)",15,"Chico",-68.8374428005,-32.8777147562,1,"Parque Central",1655357.93265,"0","bajo"
15823,"Fresno europeo","25/11/2011 10:11","Muy bajo (1 - 2 mts)",20,"Chico",-68.871152697,-32.8756767066,7,"Residencial Parque",1786336.08966,"0","bajo"
